Name,Rating,Ranked,Popularity,Members,Type
Fukigen na Mononokean Tsuzuki,7.57,1668,Jan 2019 - Mar 2019,"55,395 members",TV
Full Metal Panic! Invisible Victory,7.57,1669,Apr 2018 - Jul 2018,"102,052 members",TV
Ga-Rei: Zero,7.57,1670,Oct 2008 - Dec 2008,"243,633 members",TV
GetBackers,7.57,1671,Oct 2002 - Sep 2003,"124,906 members",TV
Gokushufudou Season 2,7.57,1672,Jan 2023 - Jan 2023,"84,421 members",ONA
Hana yori Dango,7.57,1673,Sep 1996 - Aug 1997,"64,184 members",TV
Hourou Musuko Specials,7.57,1674,Aug 2011 - Sep 2011,"10,369 members",Special
Aa! Megami-sama! Tatakau Tsubasa,7.56,1675,Dec 2007 - Dec 2007,"28,049 members",TV
Ajin Part 2,7.56,1676,Oct 2016 - Dec 2016,"302,771 members",TV
Arakawa Under the Bridge,7.56,1677,Apr 2010 - Jun 2010,"361,593 members",TV
Baka to Test to Shoukanjuu: Matsuri,7.56,1678,Feb 2011 - Mar 2011,"127,952 members",OVA
Birdie Wing: Golf Girls' Story Season 2,7.56,1679,Apr 2023 - Jun 2023,"35,878 members",TV
Byousoku 5 Centimeter,7.56,1680,Mar 2007 - Mar 2007,"968,718 members",Movie
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,7.56,1681,Jun 2018 - Jun 2018,"9,027 members",Special
Heya Camp△: Sauna to Gohan to Sanrin Bike,7.56,1682,May 2020 - May 2020,"21,035 members",Special
Higashi no Eden Movie II: Paradise Lost,7.56,1683,Mar 2010 - Mar 2010,"148,608 members",Movie
Higashi no Eden: Air Communication,7.56,1684,Sep 2009 - Sep 2009,"35,241 members",Movie
Hokuto no Ken 2,7.56,1685,Mar 1987 - Feb 1988,"32,984 members",TV
Hokuto no Ken: Raoh Gaiden Gekitou-hen,7.56,1686,Apr 2007 - Apr 2007,"10,875 members",Movie
InuYasha Movie 1: Toki wo Koeru Omoi,7.56,1687,Dec 2001 - Dec 2001,"106,176 members",Movie
Kami no Tou,7.56,1688,Apr 2020 - Jun 2020,"999,222 members",TV
Kara no Kyoukai Movie 1: Fukan Fuukei,7.56,1689,Dec 2007 - Dec 2007,"437,417 members",Movie
Kidou Keisatsu Patlabor the Movie,7.56,1690,Jul 1989 - Jul 1989,"50,832 members",Movie
Kidou Keisatsu Patlabor: New OVA,7.56,1691,Nov 1990 - Apr 1992,"11,742 members",OVA
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,7.56,1692,Dec 2016 - Dec 2016,"56,238 members",Movie
Kubo-san wa Mob wo Yurusanai,7.56,1693,Jan 2023 - Jun 2023,"221,479 members",TV
Log Horizon 2nd Season,7.56,1694,Oct 2014 - Mar 2015,"627,719 members",TV
Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,7.56,1695,Sep 2021 - Sep 2022,"77,963 members",OVA
Majo no Tabitabi,7.56,1696,Oct 2020 - Dec 2020,"423,605 members",TV
MF Ghost,7.56,1697,Oct 2023 - Dec 2023,"72,423 members",TV
Murai no Koi,7.56,1698,Sep 2024 - Nov 2024,"14,703 members",ONA
Nisekoi,7.56,1699,Jan 2014 - May 2014,"1,197,860 members",TV
Noein: Mou Hitori no Kimi e,7.56,1700,Oct 2005 - Mar 2006,"93,628 members",TV
One Piece: Episode of Luffy - Hand Island no Bouken,7.56,1701,Dec 2012 - Dec 2012,"54,696 members",TV
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,7.56,1702,Sep 2020 - Sep 2020,"126,716 members",OVA
Radiant 2nd Season,7.56,1703,Oct 2019 - Feb 2020,"114,220 members",TV
Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,7.56,1704,Jan 2024 - Mar 2024,"111,767 members",TV
Senjou no Valkyria,7.56,1705,Apr 2009 - Sep 2009,"134,240 members",TV
Senpai ga Uzai Kouhai no Hanashi,7.56,1706,Oct 2021 - Dec 2021,"350,580 members",TV
Shixiong A Shixiong 2nd Season,7.56,1707,Dec 2023 -,"1,294 members",ONA
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,7.56,1708,Mar 2015 - Aug 2015,"11,351 members",OVA
Sword Art Online Movie: Ordinal Scale,7.56,1709,Feb 2017 - Feb 2017,"748,353 members",Movie
Tamayura: More Aggressive,7.56,1710,Jul 2013 - Sep 2013,"21,860 members",TV
Totsukuni no Shoujo,7.56,1711,Sep 2019 - Sep 2019,"63,873 members",OVA
Totsukuni no Shoujo (2022),7.56,1712,Mar 2022 - Mar 2022,"49,293 members",OVA
Towa no Quon 6: Towa no Quon,7.56,1713,Nov 2011 - Nov 2011,"43,213 members",Movie
UFO Robo Grendizer,7.56,1714,Oct 1975 - Feb 1977,"13,221 members",TV
Wanneng Lian Ai Zahuo Dian,7.56,1715,Nov 2023 - Feb 2024,"1,175 members",ONA
Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi,7.56,1716,Mar 2024 - Mar 2024,"33,657 members",OVA
Yama no Susume Second Season,7.56,1717,Jul 2014 - Dec 2014,"37,468 members",TV
"Yondemasu yo, Azazel-san.",7.56,1718,Feb 2010 - Jun 2014,"33,202 members",OVA
Yong Sheng: Qizhuang Shanhe,7.56,1719,Apr 2024 - Jul 2024,"1,276 members",ONA
Yuru Yuri,7.56,1720,Jul 2011 - Sep 2011,"343,813 members",TV
Yuuki Bakuhatsu Bang Bravern,7.56,1721,Jan 2024 - Mar 2024,"27,044 members",TV
Zhen Hun Jie,7.56,1722,Apr 2016 - Oct 2016,"50,669 members",ONA
Zhu Xian,7.56,1723,Aug 2022 - Jan 2023,"4,241 members",ONA
Sengoku Basara Movie: The Last Party,7.55,1724,Jun 2011 - Jun 2011,"30,666 members",Movie
Shoukoku no Altair,7.55,1725,Jul 2017 - Dec 2017,"80,813 members",TV
Shounan Bakusouzoku,7.55,1726,Sep 1986 - Mar 1999,"6,087 members",OVA
Shuumatsu no Walküre II Part 2,7.55,1727,Jul 2023 - Jul 2023,"76,576 members",ONA
Tales of Vesperia: The First Strike,7.55,1728,Oct 2009 - Oct 2009,"50,099 members",Movie
Uchuu Senkan Yamato,7.55,1729,Oct 1974 - Mar 1975,"30,479 members",TV
Wakakusa Monogatari: Nan to Jo-sensei,7.55,1730,Jan 1993 - Dec 1993,"7,258 members",TV
Yowamushi Pedal Movie,7.55,1731,Aug 2015 - Aug 2015,"33,108 members",Movie
Aikatsu! Movie,7.55,1732,Dec 2014 - Dec 2014,"8,730 members",Movie
Angel Beats! Specials,7.55,1733,Dec 2010 - Jun 2015,"276,181 members",Special
Biao Ren: Blades of the Guardians,7.55,1734,Jun 2023 - Aug 2023,"35,579 members",ONA
Chuunibyou demo Koi ga Shitai! Ren,7.55,1735,Jan 2014 - Mar 2014,"762,442 members",TV
Deaimon,7.55,1736,Apr 2022 - Jun 2022,"101,535 members",TV
Durarara!!x2 Ketsu: Dufufufu!!,7.55,1737,Jul 2016 - Jul 2016,"57,335 members",Special
Fairy Tail Movie 2: Dragon Cry,7.55,1738,May 2017 - May 2017,"198,354 members",Movie
Gugure! Kokkuri-san,7.55,1739,Oct 2014 - Dec 2014,"186,682 members",TV
Hakuouki: Hekketsuroku,7.55,1740,Oct 2010 - Dec 2010,"87,913 members",TV
Hataraku Saibou,7.55,1741,Jul 2018 - Sep 2018,"666,207 members",TV
InuYasha Movie 4: Guren no Houraijima,7.55,1742,Dec 2004 - Dec 2004,"96,345 members",Movie
Isekai Nonbiri Nouka,7.55,1743,Jan 2023 - Mar 2023,"238,851 members",TV
Juan Siliang,7.55,1744,Jun 2021 - Sep 2021,"2,715 members",ONA
K: Return of Kings,7.55,1745,Oct 2015 - Dec 2015,"339,290 members",TV
Kaitou Saint Tail,7.55,1746,Oct 1995 - Sep 1996,"22,335 members",TV
Kiniro Mosaic: Thank You!!,7.55,1747,Aug 2021 - Aug 2021,"14,272 members",Movie
Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,7.55,1748,Oct 2005 - Oct 2005,"39,711 members",Special
Konjiki no Gash Bell!!,7.55,1749,Apr 2003 - Mar 2006,"131,020 members",TV
Mahou Sensei Negima!: Mou Hitotsu no Sekai,7.55,1750,Sep 2009 - Aug 2010,"25,717 members",OVA
Moyashimon,7.55,1751,Oct 2007 - Dec 2007,"74,854 members",TV
Nanatsu no Taizai: Imashime no Fukkatsu,7.55,1752,Jan 2018 - Jun 2018,"1,155,873 members",TV
New Game!,7.55,1753,Jul 2016 - Sep 2016,"440,496 members",TV
No.6,7.55,1754,Jul 2011 - Sep 2011,"446,288 members",TV
Planetarian: Chiisana Hoshi no Yume,7.55,1755,Jul 2016 - Aug 2016,"98,707 members",ONA
Pokemon (2019),7.55,1756,Nov 2019 - Dec 2022,"94,500 members",TV
Re:Creators,7.55,1757,Apr 2017 - Sep 2017,"520,209 members",TV
Runway de Waratte,7.55,1758,Jan 2020 - Mar 2020,"132,905 members",TV
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,7.55,1759,Dec 1997 - Dec 1997,"53,803 members",Movie
Kakuriyo no Yadomeshi,7.54,1760,Apr 2018 - Sep 2018,"180,195 members",TV
Kindaichi Shounen no Jikenbo Returns,7.54,1761,Apr 2014 - Sep 2014,"19,484 members",TV
Koukyuu no Karasu,7.54,1762,Oct 2022 - Dec 2022,"102,935 members",TV
"Lupin III: Episode 0 ""First Contact""",7.54,1763,Jul 2002 - Jul 2002,"12,113 members",TV
Mahou Shoujo Lyrical Nanoha: Detonation,7.54,1764,Oct 2018 - Oct 2018,"9,843 members",Movie
Minami-ke Okaeri,7.54,1765,Jan 2009 - Mar 2009,"68,541 members",TV
Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.54,1766,Apr 2004 - Sep 2004,"25,428 members",TV
Nijuu Mensou no Musume,7.54,1767,Apr 2008 - Sep 2008,"35,685 members",TV
Nodame Cantabile Finale OVA,7.54,1768,Apr 2010 - Apr 2010,"30,476 members",OVA
Penguin Highway,7.54,1769,Aug 2018 - Aug 2018,"94,107 members",Movie
Perrine Monogatari,7.54,1770,Jan 1978 - Dec 1978,"6,744 members",TV
Ragna Crimson,7.54,1771,Oct 2023 - Mar 2024,"224,523 members",TV
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,7.54,1772,Nov 2019 - Nov 2019,"45,983 members",Movie
Sakamoto desu ga?,7.54,1773,Apr 2016 - Jul 2016,"792,027 members",TV
Seitokai Yakuindomo,7.54,1774,Jul 2010 - Sep 2010,"503,916 members",TV
Shakugan no Shana II (Second),7.54,1775,Oct 2007 - Mar 2008,"313,344 members",TV
Star☆Twinkle Precure,7.54,1776,Feb 2019 - Jan 2020,"13,149 members",TV
To LOVE-Ru Darkness 2nd Specials,7.54,1777,Feb 2016 - Feb 2016,"100,953 members",Special
Tsurezure Children,7.54,1778,Jul 2017 - Sep 2017,"749,609 members",TV
Utawarerumono Specials,7.54,1779,Aug 2006 - Feb 2007,"16,073 members",Special
Watashi ni Tenshi ga Maiorita! Precious Friends,7.54,1780,Oct 2022 - Oct 2022,"23,735 members",Movie
Yao Shen Ji 8th Season,7.54,1781,Apr 2024 - Jul 2024,"1,471 members",ONA
"Yondemasu yo, Azazel-san. Z",7.54,1782,Apr 2013 - Jun 2013,"41,628 members",TV
Yozakura-san Chi no Daisakusen,7.54,1783,Apr 2024 - Oct 2024,"118,575 members",TV
Zhe Tian,7.54,1784,May 2023 -,"2,458 members",ONA
Aa! Megami-sama! Movie,7.54,1785,Oct 2000 - Oct 2000,"44,154 members",Movie
Aa! Megami-sama! Sorezore no Tsubasa,7.54,1786,Apr 2006 - Sep 2006,"68,617 members",TV
Afro Samurai Movie,7.54,1787,Oct 2007 - Oct 2007,"68,364 members",Movie
Baki: Dai Raitaisai-hen,7.54,1788,Jun 2020 - Jun 2020,"219,002 members",ONA
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,7.54,1789,Dec 1995 - Dec 1995,"42,791 members",Movie
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,7.54,1790,Aug 2011 - Aug 2011,"51,629 members",TV
Ensemble Stars!! Tsuioku Selection Element,7.54,1791,Apr 2023 - Apr 2023,"3,144 members",ONA
Garo Movie: Divine Flame,7.54,1792,May 2016 - May 2016,"25,435 members",Movie
Gensoumaden Saiyuuki,7.54,1793,Apr 2000 - Mar 2001,"56,988 members",TV
Ginga Tetsudou 999 (Movie),7.54,1794,Aug 1979 - Aug 1979,"21,807 members",Movie
Gokushufudou Part 2,7.54,1795,Oct 2021 - Oct 2021,"168,252 members",ONA
Higashi no Eden Movie I: The King of Eden,7.54,1796,Nov 2009 - Nov 2009,"173,684 members",Movie
Hungry Heart: Wild Striker,7.54,1797,Sep 2002 - Sep 2003,"25,816 members",TV
Amaama to Inazuma,7.53,1798,Jul 2016 - Sep 2016,"328,838 members",TV
Bai Yao Pu 2nd Season,7.53,1799,Jul 2021 - Sep 2021,"4,698 members",ONA
Basilisk: Kouga Ninpou Chou,7.53,1800,Apr 2005 - Sep 2005,"194,605 members",TV
Black Jack 21,7.53,1801,Apr 2006 - Sep 2006,"14,297 members",TV
Boku no Hero Academia the Movie 1: Futari no Hero,7.53,1802,Aug 2018 - Aug 2018,"773,184 members",Movie
Chiyu Mahou no Machigatta Tsukaikata,7.53,1803,Jan 2024 - Mar 2024,"247,363 members",TV
Da Wang Rao Ming,7.53,1804,Dec 2021 - Feb 2022,"98,010 members",ONA
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,7.53,1805,Mar 2008 - Mar 2008,"143,335 members",Special
Doraemon Movie 28: Nobita to Midori no Kyojin Den,7.53,1806,Mar 2008 - Mar 2008,"13,218 members",Movie
Drifters (OVA),7.53,1807,Dec 2017 - Dec 2017,"81,938 members",OVA
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.53,1808,Apr 2015 - Jun 2015,"1,577,163 members",TV
Giant Killing,7.53,1809,Apr 2010 - Sep 2010,"72,563 members",TV
Girls & Panzer,7.53,1810,Oct 2012 - Mar 2013,"313,085 members",TV
Hinomaruzumou,7.53,1811,Oct 2018 - Mar 2019,"126,256 members",TV
Hoozuki no Reitetsu 2nd Season OVA,7.53,1812,Sep 2019 - Sep 2020,"6,172 members",OVA
Initial D Battle Stage 3,7.53,1813,Mar 2021 - Mar 2021,"8,215 members",OVA
Jigoku Sensei Nube,7.53,1814,Apr 1996 - Jun 1997,"22,643 members",TV
Kagami no Kojou,7.53,1815,Dec 2022 - Dec 2022,"34,272 members",Movie
Kanojo ga Koushaku-tei ni Itta Riyuu,7.53,1816,Apr 2023 - Jun 2023,"163,319 members",TV
Kara no Kyoukai Remix: Gate of Seventh Heaven,7.53,1817,Mar 2009 - Mar 2009,"49,476 members",Movie
Karakai Jouzu no Takagi-san: Water Slide,7.53,1818,Jul 2018 - Jul 2018,"92,441 members",OVA
Kidou Senshi Gundam 00 Special Edition,7.53,1819,Oct 2009 - Feb 2010,"12,514 members",OVA
Mashiro no Oto,7.53,1820,Apr 2021 - Jun 2021,"154,182 members",TV
Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,7.53,1821,Jul 2023 - Jul 2023,"203,680 members",TV
NieR:Automata Ver1.1a,7.53,1822,Jan 2023 - Jul 2023,"307,993 members",TV
One Punch Man 2nd Season,7.53,1823,Apr 2019 - Jul 2019,"1,759,711 members",TV
Patapata Hikousen no Bouken,7.53,1824,Jan 2002 - Jun 2002,"9,197 members",TV
Persona 3 the Movie 1: Spring of Birth,7.53,1825,Nov 2013 - Nov 2013,"123,981 members",Movie
Princess Principal: Crown Handler Movie 1,7.53,1826,Feb 2021 - Feb 2021,"44,304 members",Movie
Rising Impact,7.53,1827,Jun 2024 - Jun 2024,"13,864 members",ONA
Saki Achiga-hen: Episode of Side-A Specials,7.53,1828,Feb 2013 - Aug 2013,"15,226 members",Special
Shin Tennis no Oujisama,7.53,1829,Jan 2012 - Mar 2012,"65,833 members",TV
Shounen Onmyouji,7.53,1830,Oct 2006 - Mar 2007,"57,403 members",TV
So Ra No Wo To,7.53,1831,Jan 2010 - Mar 2010,"166,583 members",TV
So Ra No Wo To Specials,7.53,1832,Jun 2010 - Sep 2010,"27,625 members",Special
Sora no Otoshimono: Tokeijikake no Angeloid,7.53,1833,Jun 2011 - Jun 2011,"135,625 members",Movie
Taiho Shichau zo (TV),7.53,1834,Oct 1996 - Sep 1997,"39,377 members",TV
The Big O,7.53,1835,Oct 1999 - Mar 2003,"100,740 members",TV
Tonari no Seki-kun,7.53,1836,Jan 2014 - May 2014,"244,268 members",TV
Tunshi Xingkong Movie: Xueluo Dalu,7.53,1837,Dec 2024 - Dec 2024,745 members,ONA
Uchuu Patrol Luluco,7.53,1838,Apr 2016 - Jun 2016,"155,649 members",TV
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,7.53,1839,Oct 2021 - Feb 2022,"7,555 members",OVA
Wushen Zhuzai,7.53,1840,Mar 2020 -,"6,123 members",ONA
Yamada-kun to 7-nin no Majo,7.53,1841,Apr 2015 - Jun 2015,"813,159 members",TV
Yuan Zun,7.53,1842,May 2024 - Aug 2024,"2,166 members",ONA
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,7.53,1843,Mar 2017 - Mar 2017,"15,785 members",Movie
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,7.52,1844,Mar 1995 - Mar 1995,"18,515 members",Movie
To LOVE-Ru Darkness OVA,7.52,1845,Aug 2012 - Apr 2015,"135,437 members",OVA
Toaru Majutsu no Index II,7.52,1846,Oct 2010 - Apr 2011,"470,997 members",TV
Utawarerumono: Futari no Hakuoro,7.52,1847,Jul 2022 - Dec 2022,"39,505 members",TV
Xingchen Bian,7.52,1848,Oct 2018 - Dec 2018,"8,962 members",ONA
Xiuluo Wu Shen,7.52,1849,Sep 2023 - Nov 2023,"1,662 members",ONA
Yao Shen Ji 3rd Season,7.52,1850,Sep 2018 - Feb 2019,"9,079 members",ONA
Yuru Camp△ Season 3 Specials,7.52,1851,Jun 2024 - Oct 2024,"5,925 members",Special
Asobi Asobase: Cosplay Taikai/Otona no Watashi e,7.52,1852,Dec 2018 - Dec 2018,"51,439 members",OVA
Cike Wu Liuqi Fanwai,7.52,1853,Aug 2018 - Aug 2018,"25,999 members",ONA
Demi-chan wa Kataritai,7.52,1854,Jan 2017 - Mar 2017,"426,823 members",TV
Durarara!!x2 Ten: Onoroke Chakapoko,7.52,1855,Jan 2016 - Jan 2016,"55,049 members",Special
Golgo 13 (TV),7.52,1856,Apr 2008 - Mar 2009,"44,562 members",TV
Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,7.52,1857,Aug 2017 - Aug 2017,"41,120 members",OVA
Hakumei no Tsubasa,7.52,1858,Jan 2020 - Aug 2020,"22,870 members",ONA
Hataraku Saibou Black,7.52,1859,Jan 2021 - Mar 2021,"232,638 members",TV
Hello! Lady Lynn,7.52,1860,May 1988 - Jan 1989,"4,708 members",TV
Hidamari Sketch Specials,7.52,1861,Oct 2007 - Oct 2007,"21,347 members",TV
Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto,7.52,1862,Sep 2012 - Sep 2012,"93,257 members",Special
Irozuku Sekai no Ashita kara,7.52,1863,Oct 2018 - Dec 2018,"345,991 members",TV
Isshuukan Friends.,7.52,1864,Apr 2014 - Jun 2014,"323,395 members",TV
Jijou wo Shiranai Tenkousei ga Guigui Kuru.,7.52,1865,Apr 2023 - Jul 2023,"71,819 members",TV
"Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",7.52,1866,Mar 2010 - Mar 2010,"28,954 members",ONA
Kuroko no Basket: Baka ja Katenai no yo!,7.52,1867,Dec 2013 - Dec 2013,"52,868 members",OVA
Metropolis,7.52,1868,May 2001 - May 2001,"112,782 members",Movie
Mitsudomoe: Oppai Ippai Mama Genki,7.52,1869,Feb 2011 - Feb 2011,"19,401 members",Special
Net-juu no Susume,7.52,1870,Oct 2017 - Dec 2017,"487,014 members",TV
Nobunaga Concerto,7.52,1871,Jul 2014 - Sep 2014,"60,959 members",TV
Poputepipikku 2nd Season,7.52,1872,Oct 2022 - Dec 2022,"46,735 members",TV
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,7.52,1873,Mar 2011 - Mar 2011,"6,832 members",Movie
R.O.D: The TV,7.52,1874,Sep 2003 - Mar 2004,"71,339 members",TV
Kemono Friends,7.51,1875,Jan 2017 - Mar 2017,"83,937 members",TV
Kimagure Orange☆Road,7.51,1876,Apr 1987 - Mar 1988,"50,782 members",TV
Kiniro Mosaic: Pretty Days,7.51,1877,Nov 2016 - Nov 2016,"26,308 members",Movie
"Kuroshitsuji: Sono Shitsuji, Kougyou",7.51,1878,Sep 2009 - Sep 2009,"118,727 members",Special
Meitantei Conan Magic File 2: Kudou Shinichi Nazo no Kabe to Kuro Lab Jiken,7.51,1879,Apr 2008 - Apr 2008,"13,517 members",OVA
Mitsudomoe,7.51,1880,Jul 2010 - Sep 2010,"111,310 members",TV
One Piece Movie 04: Dead End no Bouken,7.51,1881,Mar 2003 - Mar 2003,"109,779 members",Movie
Over Drive,7.51,1882,Apr 2007 - Sep 2007,"45,546 members",TV
Persona 4 the Animation,7.51,1883,Oct 2011 - Mar 2012,"269,881 members",TV
PriPara,7.51,1884,Jul 2014 - Mar 2017,"23,170 members",TV
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie,7.51,1885,Oct 2018 - Oct 2018,"53,698 members",Movie
Sand Land: The Series,7.51,1886,Mar 2024 - May 2024,"18,431 members",ONA
Shiroi Suna no Aquatope,7.51,1887,Jul 2021 - Dec 2021,"174,660 members",TV
Shoubushi Densetsu Tetsuya,7.51,1888,Oct 2000 - Mar 2001,"11,154 members",TV
Tensei shitara Ken deshita,7.51,1889,Oct 2022 - Dec 2022,"298,612 members",TV
Tiger & Bunny 2 Part 2,7.51,1890,Oct 2022 - Oct 2022,"10,681 members",ONA
To LOVE-Ru Darkness 2nd OVA,7.51,1891,Jan 2016 - Dec 2016,"88,573 members",OVA
Toriko,7.51,1892,Apr 2011 - Mar 2014,"133,265 members",TV
Towa no Quon 4: Guren no Shoushin,7.51,1893,Sep 2011 - Sep 2011,"37,598 members",Movie
Tsubasa Chronicle,7.51,1894,Apr 2005 - Oct 2005,"233,223 members",TV
"Tsuma, Shougakusei ni Naru.",7.51,1895,Oct 2024 - Dec 2024,"47,766 members",TV
Un-Go: Inga-ron,7.51,1896,Nov 2011 - Nov 2011,"39,270 members",Movie
Yao Shen Ji 5th Season,7.51,1897,Oct 2021 - Apr 2022,"4,643 members",ONA
You Shou Yan 3rd Season,7.51,1898,May 2024 - Jul 2024,442 members,ONA
Yu☆Gi☆Oh! The Dark Side of Dimensions,7.51,1899,Apr 2016 - Apr 2016,"82,617 members",Movie
Boku no Hero Academia the Movie 4: You're Next,7.51,1900,Aug 2024 - Aug 2024,"58,520 members",Movie
Boukyaku Battery (TV),7.51,1901,Apr 2024 - Jul 2024,"39,255 members",TV
"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",7.51,1902,Jun 2018 - Jun 2018,"14,753 members",Movie
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,7.51,1903,Mar 2017 - Mar 2017,"7,087 members",Movie
Final Fantasy VII: Advent Children - Venice Film Festival Footage,7.51,1904,Sep 2005 - Sep 2005,"13,115 members",Movie
Fugou Keiji: Balance:Unlimited,7.51,1905,Apr 2020 - Sep 2020,"448,013 members",TV
Fushigi no Umi no Nadia,7.51,1906,Apr 1990 - Apr 1991,"73,311 members",TV
Golden Kamuy 2nd Season OVA,7.51,1907,Mar 2019 - Sep 2020,"24,292 members",OVA
Huyao Xiao Hongniang: Wangquan Fugui,7.51,1908,Jan 2016 - Apr 2016,"13,893 members",ONA
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,7.51,1909,Jan 2020 - Mar 2020,"560,654 members",TV
Aa! Megami-sama! (TV) Specials,7.50,1910,Apr 2005 - Dec 2005,"28,078 members",Special
Arslan Senki (TV): Fuujin Ranbu,7.50,1911,Jul 2016 - Aug 2016,"145,350 members",TV
Baka to Test to Shoukanjuu,7.50,1912,Jan 2010 - Apr 2010,"647,846 members",TV
Benghuai: Xing Qiong Tiedao - Fei Guang,7.50,1913,May 2023 - May 2023,"1,271 members",ONA
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,7.50,1914,Dec 2008 - Dec 2008,"242,841 members",Movie
Bobobo-bo Bo-bobo,7.50,1915,Nov 2003 - Oct 2005,"96,999 members",TV
Casshern Sins,7.50,1916,Oct 2008 - Mar 2009,"170,493 members",TV
City Hunter: Goodbye My Sweetheart,7.50,1917,Apr 1997 - Apr 1997,"8,548 members",TV
D-Frag!,7.50,1918,Jan 2014 - Mar 2014,"400,986 members",TV
Dead Dead Demons Dededede Destruction,7.50,1919,Mar 2024 - May 2024,"29,091 members",Movie
Densetsu no Yuusha no Densetsu,7.50,1920,Jul 2010 - Dec 2010,"310,881 members",TV
Fantastic Children,7.50,1921,Oct 2004 - Mar 2005,"35,122 members",TV
Flying Witch,7.50,1922,Apr 2016 - Jun 2016,"275,572 members",TV
Fullmetal Alchemist: The Conqueror of Shamballa,7.50,1923,Jul 2005 - Jul 2005,"336,584 members",Movie
Gintama: Monster Strike-hen,7.50,1924,Aug 2019 - Sep 2019,"16,545 members",ONA
Hayate no Gotoku!,7.50,1925,Apr 2007 - Mar 2008,"230,474 members",TV
Heroic Age,7.50,1926,Apr 2007 - Oct 2007,"114,591 members",TV
Hoshi wo Ou Kodomo,7.50,1927,May 2011 - May 2011,"221,158 members",Movie
Hybrid Child,7.50,1928,Oct 2014 - Jan 2015,"80,854 members",OVA
Ike! Ina-chuu Takkyuu-bu,7.50,1929,Apr 1995 - Sep 1995,"18,479 members",TV
JoJo no Kimyou na Bouken,7.50,1930,Nov 1993 - Nov 1994,"137,332 members",OVA
Kono Subarashii Sekai ni Bakuen wo!,7.50,1931,Apr 2023 - Jun 2023,"349,712 members",TV
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",7.50,1932,Jan 2024 - Mar 2024,"178,364 members",TV
Lord El-Melloi II-sei no Jikenbo: Rail Zeppelin Grace Note Special,7.50,1933,Dec 2021 - Dec 2021,"28,262 members",TV
Meitantei Conan OVA 04: Conan to Kid to Crystal Mother,7.50,1934,2004 - 2004,"18,224 members",OVA
"Momoko, Kaeru no Uta ga Kikoeru yo.",7.50,1935,Jul 2003 - Jul 2003,"5,382 members",Movie
Ningen Shikkaku: Director's Cut-ban,7.50,1936,Dec 2009 - Dec 2009,"11,539 members",Movie
Oban Star-Racers,7.50,1937,Sep 2006 - Mar 2007,"53,434 members",TV
Overtake!,7.50,1938,Oct 2023 - Dec 2023,"65,767 members",TV
Shakugan no Shana III (Final),7.50,1939,Oct 2011 - Mar 2012,"241,367 members",TV
Shen Lan Qi Yu Wushuang Zhu,7.50,1940,Jul 2022 - Oct 2022,"2,165 members",ONA
Shion no Ou,7.50,1941,Oct 2007 - Mar 2008,"33,186 members",TV
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,7.50,1942,Aug 1994 - Aug 1994,"18,437 members",Movie
Special A,7.50,1943,Apr 2008 - Sep 2008,"373,956 members",TV
Sword Art Online: Alicization - War of Underworld 2nd Season,7.50,1944,Jul 2020 - Sep 2020,"643,837 members",TV
